event_id,event_type,location,user_id,ticket_purchased
1802,Concert,San Francisco,qosborne,1
1803,Concert,New York,juarezalexander,0
1804,Theater,San Francisco,xcampbell,0
1805,Theater,New York,karinagomez,1
1806,Conference,San Francisco,ncarson,1
1807,Conference,Los Angeles,jeffrey58,1
1808,Concert,Chicago,ualexander,0
1809,Theater,Chicago,nancycampbell,1
1810,Theater,New York,george46,0
1811,Theater,San Francisco,kempstephen,0
1812,Concert,San Francisco,millerjoseph,1
1813,Concert,Los Angeles,johnny74,1
1814,Theater,San Francisco,michael37,0
1815,Concert,Chicago,hugheserin,0
1816,Conference,New York,williamnguyen,1
1817,Conference,Los Angeles,zfrederick,1
1818,Concert,San Francisco,nathancunningham,1
1819,Conference,Los Angeles,matthewhughes,1
1820,Theater,Los Angeles,jenniferjackson,0
1821,Theater,San Francisco,james41,0
1822,Concert,Chicago,qbonilla,0
1823,Concert,Los Angeles,martin06,0
1824,Conference,Los Angeles,vpowell,1
1825,Theater,Chicago,cassidy00,0
1826,Conference,New York,robertlyons,0
1827,Conference,San Francisco,castillomichael,0
1828,Concert,Los Angeles,gregorymoody,1
1829,Conference,New York,troy57,1
1830,Concert,New York,lori24,1
1831,Concert,New York,pattonalejandro,1
1832,Concert,New York,smithkatelyn,1
1833,Concert,Los Angeles,grantnicole,1
1834,Conference,New York,michael46,0
1835,Theater,New York,jamie45,0
1836,Conference,Chicago,christophernguyen,1
1837,Concert,Chicago,stanleyterri,1
1838,Conference,Chicago,nicolasbowers,1
1839,Theater,Chicago,nbarr,0
1840,Concert,Los Angeles,christinawalker,1
1841,Conference,San Francisco,tayloremily,1
1842,Theater,San Francisco,danielgreen,1
1843,Theater,New York,allen39,0
1844,Concert,San Francisco,icruz,1
1845,Conference,San Francisco,dennis37,1
1846,Conference,San Francisco,hoffmanjohn,0
1847,Theater,Chicago,elizabethcrane,1
1848,Concert,San Francisco,jamiecortez,0
1849,Conference,Los Angeles,margaret67,1
1850,Concert,San Francisco,iroth,0
1851,Theater,Los Angeles,upowers,0
1852,Conference,New York,vincentlarson,0
1853,Theater,Los Angeles,matthewriley,1
1854,Concert,San Francisco,petersonchelsea,1
1855,Theater,Los Angeles,jeremiahwright,1
1856,Theater,Los Angeles,rvasquez,0
1857,Concert,New York,maldonadojorge,0
1858,Conference,Chicago,meyersjose,0
1859,Concert,New York,angelaweiss,1
1860,Concert,San Francisco,kristinanderson,0
1861,Concert,New York,martin45,1
1862,Conference,New York,tsweeney,0
1863,Theater,Los Angeles,amanda47,1
1864,Conference,New York,elizabeth90,0
1865,Concert,Chicago,blackeric,0
1866,Conference,Chicago,meltonashley,1
1867,Conference,Chicago,tricia45,1
1868,Theater,Chicago,phillipsgloria,1
1869,Conference,Los Angeles,thunter,0
1870,Theater,San Francisco,robertobrown,0
1871,Theater,New York,fsantiago,1
1872,Concert,New York,dward,1
1873,Theater,Chicago,lambertcathy,0
1874,Conference,San Francisco,woconnell,1
1875,Concert,New York,jesuscastaneda,1
1876,Conference,New York,christine83,1
1877,Theater,Chicago,robin06,1
1878,Concert,Los Angeles,craig04,0
1879,Theater,Los Angeles,heatherwhite,0
1880,Concert,Chicago,zcain,0
1881,Conference,New York,wooddamon,0
1882,Theater,San Francisco,breannamyers,1
1883,Theater,Chicago,mthomas,0
1884,Theater,New York,kimberly41,0
1885,Theater,Los Angeles,savannahmartin,1
1886,Theater,Los Angeles,nwilliams,1
1887,Theater,New York,bettyjoseph,0
1888,Concert,Los Angeles,chavezbradley,0
1889,Conference,New York,teresa38,1
1890,Theater,Chicago,chapmankelly,0
1891,Concert,San Francisco,qkent,1
1892,Concert,Los Angeles,agarcia,1
1893,Conference,New York,morenodavid,0
1894,Concert,Chicago,mmarquez,0
1895,Conference,San Francisco,veronicahester,1
1896,Theater,Chicago,elizabeth77,0
1897,Theater,Los Angeles,esmith,1
1898,Concert,Chicago,gina03,0
1899,Conference,Los Angeles,mariahvalenzuela,1
1900,Conference,Los Angeles,ann24,1
1901,Theater,Los Angeles,erodriguez,0
1902,Concert,Chicago,xhorton,0
1903,Conference,New York,xjohnson,0
1904,Conference,Los Angeles,susan08,0
1905,Concert,New York,robertmcclain,0
1906,Concert,New York,stephen67,1
1907,Theater,San Francisco,michael06,1
1908,Theater,Chicago,taylorbrian,1
1909,Theater,Los Angeles,samuellara,1
1910,Theater,New York,michaelrodriguez,0
1911,Concert,San Francisco,nicholas13,0
1912,Conference,New York,sarah68,1
1913,Concert,Chicago,christinecollins,1
1914,Theater,San Francisco,kathleen09,0
1915,Theater,New York,suzannekelly,1
1916,Concert,Chicago,raven82,0
1917,Theater,Chicago,emily36,0
1918,Concert,Los Angeles,christopher37,1
1919,Theater,New York,elliottjoseph,0
1920,Conference,Chicago,morganrobert,1
1921,Conference,Chicago,marvin43,0
1922,Theater,New York,taylordeanna,0
1923,Theater,New York,karenolson,1
1924,Theater,San Francisco,thomasweber,0
1925,Concert,San Francisco,michaelrios,0
1926,Concert,Chicago,gpoole,1
1927,Conference,San Francisco,dlynn,1
1928,Concert,New York,cynthiasanders,0
1929,Conference,New York,tanner02,0
1930,Concert,New York,williambuckley,0
1931,Conference,Chicago,morganbenjamin,1
1932,Conference,Los Angeles,michellenielsen,1
1933,Concert,Los Angeles,nhayes,0
1934,Theater,San Francisco,joanne47,0
1935,Concert,Los Angeles,williamsvincent,1
1936,Concert,San Francisco,villarrealscott,0
1937,Concert,Los Angeles,jonathanrodriguez,0
1938,Concert,San Francisco,jacksoneric,1
1939,Theater,Chicago,jennifer46,0
1940,Conference,Chicago,jamie15,1
1941,Theater,New York,agraham,1
1942,Theater,Chicago,ynguyen,0
1943,Concert,San Francisco,melanierice,1
1944,Concert,San Francisco,hmartinez,1
1945,Conference,Chicago,grobinson,0
1946,Conference,Los Angeles,jeffery50,0
1947,Concert,Chicago,joshuafarrell,0
1948,Conference,San Francisco,ccalderon,1
1949,Theater,Los Angeles,flowe,0
1950,Conference,Chicago,martinezapril,1
1951,Concert,Los Angeles,ramosbryan,1
1952,Theater,Los Angeles,robertyork,0
1953,Concert,New York,wfowler,0
1954,Conference,New York,hamiltonlouis,0
1955,Conference,San Francisco,bowenjose,0
1956,Theater,San Francisco,carrolljacob,1
1957,Concert,New York,xwilcox,0
1958,Conference,Chicago,cartergina,0
1959,Concert,Los Angeles,nhardy,1
1960,Conference,San Francisco,xsnyder,0
1961,Conference,San Francisco,jenniferthornton,0
1962,Theater,Chicago,randallbrian,0
1963,Conference,New York,kimberlywright,1
1964,Theater,New York,hjones,0
1965,Conference,Los Angeles,tylerpatrick,1
1966,Concert,Chicago,dylanfox,0
1967,Theater,New York,wilsonmichael,0
1968,Conference,Chicago,elizabethcannon,0
1969,Theater,Los Angeles,michaelrivers,1
1970,Theater,Los Angeles,psimmons,0
1971,Conference,San Francisco,janet42,0
1972,Theater,New York,eugene68,0
1973,Concert,New York,maria64,0
1974,Theater,Chicago,ahogan,0
1975,Theater,San Francisco,annanunez,1
1976,Concert,Chicago,vazquezjoseph,1
1977,Theater,New York,tatesandra,0
1978,Concert,Chicago,raymondmoore,0
1979,Concert,Los Angeles,rodriguezaustin,0
1980,Conference,New York,jeffreyrush,1
1981,Concert,Los Angeles,benjaminevans,0
1982,Concert,San Francisco,natalie69,1
1983,Theater,San Francisco,ilucas,1
1984,Concert,Chicago,jeremy32,1
1985,Conference,New York,alan74,1
1986,Theater,San Francisco,james82,0
1987,Theater,New York,harrisjoshua,0
1988,Conference,New York,jonesdaniel,0
1989,Conference,Los Angeles,gilbertzachary,0
1990,Conference,Chicago,kevin52,0
1991,Theater,Los Angeles,heidi59,1
1992,Conference,San Francisco,pamelacrosby,1
1993,Conference,San Francisco,donald72,1
1994,Concert,New York,hreynolds,1
1995,Concert,Los Angeles,lisa41,0
1996,Concert,Los Angeles,mathewsallen,1
1997,Conference,New York,ericrogers,0
1998,Theater,New York,rmelton,1
1999,Theater,Los Angeles,bvazquez,0
2000,Theater,Chicago,john66,0
2001,Concert,San Francisco,angelamiller,0
2002,Conference,San Francisco,fjones,1
2003,Conference,New York,romanrichard,0
2004,Theater,Los Angeles,marygregory,1
2005,Conference,Los Angeles,mphelps,1
2006,Conference,Chicago,ssilva,0
2007,Theater,New York,ortizbreanna,0
2008,Conference,San Francisco,virginia78,1
2009,Concert,Los Angeles,ztaylor,1
2010,Theater,Chicago,cmorales,0
2011,Theater,Chicago,porterjared,0
2012,Theater,Los Angeles,chelsea61,0
2013,Concert,Los Angeles,jenniferdelacruz,0
2014,Concert,Chicago,josephsingh,1
2015,Theater,New York,mullenemily,1
2016,Theater,New York,anthony22,1
2017,Concert,Chicago,tbeard,1
2018,Conference,Los Angeles,anthonyhunter,0
2019,Theater,Chicago,cherylmassey,0
2020,Theater,Los Angeles,bmolina,1
2021,Theater,Chicago,huntnicholas,0
2022,Conference,New York,adamreynolds,1
2023,Concert,New York,rodriguezthomas,1
2024,Concert,San Francisco,markrichards,1
2025,Concert,New York,cynthiadean,0
2026,Theater,San Francisco,matthewburke,0
2027,Theater,San Francisco,zoestewart,1
2028,Concert,San Francisco,sharpjerry,0
2029,Theater,Chicago,sheppardjennifer,1
2030,Theater,New York,fwoods,0
2031,Theater,Los Angeles,nicholasromero,0
2032,Concert,New York,nashangela,0
2033,Theater,New York,hardylinda,0
2034,Theater,Los Angeles,josekeller,1
2035,Concert,San Francisco,nataliejames,1
2036,Conference,Los Angeles,duncanmaurice,1
2037,Theater,Chicago,jamesalexander,0
2038,Conference,Los Angeles,corey35,0
2039,Concert,Los Angeles,wwhitney,1
2040,Conference,Los Angeles,greed,1
2041,Concert,Los Angeles,gschneider,1
2042,Concert,Chicago,katherinethomas,1
2043,Theater,San Francisco,scott91,0
2044,Conference,New York,xyoung,0
2045,Theater,Los Angeles,petersonbrooke,0
2046,Conference,Los Angeles,mpatel,1
2047,Conference,Los Angeles,brittany56,1
2048,Conference,San Francisco,michael53,0
2049,Theater,Los Angeles,williamsmelinda,0
2050,Concert,Los Angeles,pschneider,0
2051,Conference,Los Angeles,heather65,0
2052,Conference,Los Angeles,cookdonald,1
2053,Conference,Chicago,whiteheadthomas,1
2054,Conference,San Francisco,richardgomez,1
2055,Theater,San Francisco,ricesamantha,0
2056,Concert,New York,gonzalezjared,1
2057,Conference,New York,coxgregory,1
2058,Conference,San Francisco,qbrooks,1
2059,Concert,New York,melissa64,1
2060,Theater,Los Angeles,cantrelldebra,1
2061,Conference,San Francisco,roberthutchinson,0
2062,Conference,Los Angeles,darlenelewis,0
2063,Theater,New York,qoconnell,1
2064,Conference,Los Angeles,natalie16,0
2065,Concert,Chicago,yorkjulian,1
2066,Concert,San Francisco,dave32,1
2067,Conference,New York,uortiz,0
2068,Theater,Los Angeles,michaelchase,1
2069,Concert,Los Angeles,vrich,0
2070,Theater,Chicago,nelsonmarcus,1
2071,Conference,Los Angeles,meyerdesiree,0
2072,Conference,San Francisco,zmayer,1
2073,Theater,New York,kennethburnett,0
2074,Theater,Chicago,vmatthews,1
2075,Concert,New York,bethsmith,1
2076,Conference,Los Angeles,christian63,0
2077,Theater,San Francisco,kimberly51,1
2078,Theater,San Francisco,vincentvargas,0
2079,Concert,Chicago,zwood,1
2080,Concert,San Francisco,norma50,1
2081,Theater,Los Angeles,rose53,1
2082,Theater,Los Angeles,john60,0
2083,Conference,Los Angeles,rickyevans,0
2084,Conference,Los Angeles,mathisjamie,0
2085,Theater,San Francisco,martinezcassandra,0
2086,Conference,Chicago,thomasdiaz,1
2087,Concert,Los Angeles,jennifer79,0
2088,Conference,Chicago,murraydavid,1
2089,Theater,New York,gabriellenguyen,1
2090,Conference,San Francisco,kelli40,0
2091,Conference,Los Angeles,aliciakim,1
2092,Theater,Los Angeles,wkent,1
2093,Concert,New York,daniel21,1
2094,Concert,New York,hsparks,0
2095,Theater,San Francisco,mike13,0
2096,Theater,Chicago,jrobinson,0
2097,Theater,San Francisco,samantharichardson,0
2098,Concert,New York,joshuadavis,1
2099,Conference,Los Angeles,timothyprice,0
2100,Conference,Chicago,clivingston,0
2101,Concert,San Francisco,stacy40,1
2102,Concert,New York,arianaorozco,0
2103,Conference,Chicago,jessicacollier,0
2104,Theater,New York,pgallegos,1
2105,Conference,Chicago,tcunningham,0
2106,Conference,Los Angeles,lopezcassidy,1
2107,Concert,San Francisco,jenniferlopez,1
2108,Conference,San Francisco,simpsonmichael,1
2109,Concert,New York,stephanie60,0
2110,Theater,New York,fitzpatrickdonna,1
2111,Concert,New York,stephen70,0
2112,Conference,New York,wilsonjohn,0
2113,Theater,New York,roberthuff,0
2114,Conference,San Francisco,rcaldwell,0
2115,Theater,Chicago,qhicks,0
2116,Concert,Chicago,joanna47,1
2117,Conference,San Francisco,fnewton,1
2118,Theater,Los Angeles,zacharyschmidt,0
2119,Conference,San Francisco,andrea09,0
2120,Concert,Los Angeles,angela04,1
2121,Conference,New York,ijohnson,0
2122,Concert,Los Angeles,fieldsrobert,1
2123,Concert,Los Angeles,aaron85,1
2124,Concert,New York,ashleybenson,0
2125,Conference,San Francisco,barnesmary,1
2126,Concert,San Francisco,angelacastro,0
2127,Concert,Los Angeles,fschaefer,1
2128,Conference,Chicago,joseph18,1
2129,Concert,Los Angeles,cherylmurphy,0
2130,Theater,Chicago,eramos,0
2131,Concert,San Francisco,martinmatthew,1
2132,Theater,San Francisco,reyeschristopher,1
2133,Theater,New York,philip88,1
2134,Theater,New York,gary63,0
2135,Concert,New York,wendyclark,1
2136,Theater,Chicago,meredith39,0
2137,Concert,Los Angeles,andreaturner,1
2138,Concert,Chicago,tpitts,0
2139,Theater,San Francisco,michelewright,0
2140,Concert,New York,linda66,1
2141,Theater,New York,watsonamanda,1
2142,Concert,San Francisco,ewalters,0
2143,Conference,New York,ssmith,0
2144,Conference,Los Angeles,stewartpatrick,1
2145,Conference,Chicago,palmerjody,0
2146,Theater,San Francisco,john13,1
2147,Theater,New York,rkennedy,0
2148,Concert,Los Angeles,floresdouglas,1
2149,Conference,Los Angeles,rita04,0
2150,Concert,Chicago,bparker,1
2151,Conference,Chicago,albert57,1
2152,Concert,San Francisco,nathaniel52,0
2153,Concert,New York,ydeleon,0
2154,Concert,Chicago,robert43,1
2155,Conference,Chicago,tammymadden,0
2156,Theater,Los Angeles,garzaronald,1
2157,Conference,New York,ashleemendez,1
2158,Theater,New York,edwardshaffer,0
2159,Concert,San Francisco,mark75,1
2160,Concert,Chicago,brownerica,1
2161,Conference,Chicago,briannanguyen,0
2162,Theater,Los Angeles,paul88,0
2163,Theater,Chicago,ffleming,0
2164,Concert,Los Angeles,ysexton,1
2165,Concert,San Francisco,joshua72,1
2166,Conference,San Francisco,brittany09,0
2167,Conference,Los Angeles,jennifer98,0
2168,Concert,New York,brian49,0
2169,Conference,Chicago,brownjeff,1
2170,Theater,Chicago,kimtimothy,0
2171,Theater,Chicago,brenda53,1
2172,Concert,Chicago,reesekayla,1
2173,Concert,San Francisco,hallmelanie,0
2174,Theater,New York,esloan,0
2175,Concert,Los Angeles,mrhodes,1
2176,Conference,San Francisco,elliottcolleen,0
2177,Theater,Los Angeles,amy75,0
2178,Theater,Los Angeles,bennetttracy,0
2179,Concert,New York,xrhodes,1
2180,Theater,New York,cynthiawarner,1
2181,Concert,New York,perezmarvin,0
2182,Theater,Chicago,hvincent,1
2183,Theater,San Francisco,stanleydavid,0
2184,Theater,Chicago,acevedobrian,0
2185,Concert,Los Angeles,norma92,1
2186,Concert,Chicago,jameshoward,0
2187,Theater,New York,mahoneybrooke,1
2188,Conference,Chicago,qjohnson,0
2189,Concert,New York,philip01,0
2190,Conference,New York,ffowler,1
2191,Conference,New York,jordan53,1
2192,Theater,New York,melindaalvarado,1
2193,Conference,Chicago,lhernandez,1
2194,Concert,San Francisco,gonzaleswilliam,0
2195,Theater,New York,theodoremahoney,1
2196,Conference,Chicago,michael23,1
2197,Conference,San Francisco,benjaminkelly,1
2198,Concert,Chicago,emilyclark,0
2199,Conference,Chicago,smithpatricia,0
2200,Theater,New York,donna02,0
2201,Theater,Chicago,christopherpowell,1
2202,Theater,Chicago,wrightjoshua,1
2203,Conference,San Francisco,ronald62,1
2204,Conference,Los Angeles,darius22,0
2205,Conference,Chicago,benjaminayala,0
2206,Conference,Los Angeles,franklinwayne,1
2207,Theater,New York,elizabethsanford,0
2208,Conference,Chicago,nhurley,0
2209,Conference,San Francisco,robertflores,0
2210,Concert,Los Angeles,charris,1
2211,Conference,San Francisco,sean65,1
2212,Conference,Los Angeles,ohorton,1
2213,Theater,San Francisco,ggriffin,1
2214,Conference,Chicago,figueroabrianna,1
2215,Conference,New York,julie05,1
2216,Conference,Los Angeles,melissa98,0
2217,Concert,Los Angeles,sandratran,0
2218,Theater,Chicago,jeffreyrogers,1
2219,Concert,San Francisco,vtucker,0
2220,Concert,San Francisco,laurasimmons,0
2221,Conference,San Francisco,mariorodriguez,0
2222,Concert,New York,kristanavarro,1
2223,Conference,San Francisco,bcampbell,1
2224,Conference,Chicago,jacobfields,0
2225,Conference,Chicago,fjensen,0
2226,Theater,Los Angeles,berryrenee,0
2227,Concert,New York,kevingomez,0
2228,Conference,San Francisco,chasescott,1
2229,Theater,Chicago,jessicawilkins,0
2230,Theater,New York,palmerclaudia,0
2231,Conference,Los Angeles,harrismatthew,0
2232,Theater,New York,denise81,0
2233,Concert,San Francisco,bmartinez,0
2234,Concert,New York,mwright,0
2235,Conference,San Francisco,vanessa50,1
2236,Concert,Los Angeles,whitestephanie,1
2237,Conference,New York,maddoxrichard,1
2238,Theater,Los Angeles,stephenturner,0
2239,Concert,Chicago,jamesbaker,1
2240,Concert,Los Angeles,brewercorey,0
2241,Conference,San Francisco,noblepeggy,1
2242,Concert,San Francisco,gonzalezdeanna,0
2243,Theater,New York,martinezmary,1
2244,Concert,Chicago,burtoncourtney,0
2245,Conference,Los Angeles,bryan04,1
2246,Theater,New York,nsmith,1
2247,Theater,New York,dsexton,1
2248,Concert,New York,matthew83,0
2249,Concert,San Francisco,lucasjones,1
2250,Conference,Los Angeles,mendozasharon,1
2251,Theater,Los Angeles,raymonddavis,0
2252,Conference,Chicago,scottdavis,0
2253,Concert,Los Angeles,christinajackson,1
2254,Theater,San Francisco,james70,0
2255,Theater,New York,valerie62,0
2256,Conference,Chicago,caroline48,0
2257,Conference,Chicago,michelle56,1
2258,Concert,Los Angeles,mistyjimenez,0
2259,Theater,New York,russellrhonda,0
2260,Theater,Los Angeles,kaylahernandez,1
2261,Conference,Los Angeles,schmidtandrew,0
2262,Theater,San Francisco,griffithmatthew,0
2263,Conference,Los Angeles,jessica58,0
2264,Concert,San Francisco,howellalexis,0
2265,Theater,Los Angeles,ortizcolleen,1
2266,Conference,San Francisco,samantha11,0
2267,Concert,Chicago,clarencerobinson,1
2268,Theater,New York,jdavidson,0
2269,Conference,San Francisco,harold20,1
2270,Theater,San Francisco,jerry80,0
2271,Theater,New York,andersonmeghan,1
2272,Concert,San Francisco,kennethryan,1
2273,Concert,New York,emilygonzales,0
2274,Concert,San Francisco,charles02,0
2275,Conference,Los Angeles,kjensen,0
2276,Theater,Los Angeles,anthony68,1
2277,Concert,New York,johnmckenzie,1
2278,Theater,San Francisco,elliottrobert,1
2279,Conference,Los Angeles,travis14,1
2280,Concert,Chicago,christopher05,0
2281,Concert,Chicago,rpope,0
2282,Theater,Chicago,leebrendan,1
2283,Concert,Chicago,daniel34,1
2284,Theater,Los Angeles,rodriguezsteven,1
2285,Theater,New York,michellewest,0
2286,Concert,New York,taylor16,1
2287,Theater,San Francisco,marcusdonaldson,1
2288,Theater,Los Angeles,steven79,0
2289,Concert,New York,douglaswatkins,0
2290,Concert,New York,lmason,1
2291,Conference,San Francisco,karenwilkins,1
2292,Concert,Chicago,ljacobs,1
2293,Theater,Chicago,andrew59,1
2294,Theater,San Francisco,yhoover,0
2295,Conference,Los Angeles,hillrobert,0
2296,Theater,New York,heathercollins,1
2297,Theater,Los Angeles,marktravis,1
2298,Conference,San Francisco,lindsaytownsend,0
2299,Concert,New York,diane85,0
2300,Concert,Los Angeles,matthewgiles,1
2301,Conference,Chicago,chavezrachel,0
2302,Conference,San Francisco,xspencer,1
2303,Theater,New York,dennisdiaz,0
2304,Conference,Los Angeles,leah68,0
2305,Conference,San Francisco,maureen88,1
2306,Conference,San Francisco,christopherbentley,0
2307,Conference,Chicago,bradshawjames,1
2308,Concert,New York,campbellmichael,0
2309,Conference,Chicago,anthonyflynn,1
2310,Conference,Chicago,stephanietaylor,0
2311,Concert,San Francisco,bradleycarter,0
2312,Concert,Chicago,tina78,0
2313,Conference,New York,plane,1
2314,Concert,New York,serranojessica,0
2315,Conference,San Francisco,josephalexander,1
2316,Conference,San Francisco,ibernard,0
2317,Conference,Los Angeles,mhoover,1
2318,Concert,Chicago,cruzjoyce,0
2319,Theater,Los Angeles,dennissmith,1
2320,Concert,Chicago,joseph44,1
2321,Conference,Chicago,bjohnson,0
2322,Conference,Chicago,barberdenise,1
2323,Concert,Chicago,deleoncody,0
2324,Conference,Chicago,parkercarlos,0
2325,Theater,New York,oscarhernandez,1
2326,Theater,Los Angeles,kimberlyhendricks,1
2327,Theater,Chicago,charleswilliams,0
2328,Conference,Chicago,brookepreston,0
2329,Conference,San Francisco,scottmiller,0
2330,Concert,Chicago,aprilrodriguez,0
2331,Conference,San Francisco,abrown,0
2332,Theater,New York,marcusmorales,1
2333,Theater,New York,kimberly03,0
2334,Theater,San Francisco,susan08,0
2335,Conference,San Francisco,wilsonmichael,0
2336,Theater,Los Angeles,samanthacox,0
2337,Conference,Chicago,lisawoods,1
2338,Theater,Los Angeles,ashley94,0
2339,Theater,San Francisco,timothy98,1
2340,Conference,New York,frankward,1
2341,Conference,Los Angeles,bergerdevin,0
2342,Conference,Chicago,maryharris,1
2343,Theater,San Francisco,epatterson,1
2344,Concert,San Francisco,pclark,0
2345,Conference,San Francisco,emily49,1
2346,Concert,New York,davidhunter,0
2347,Conference,San Francisco,drichardson,0
2348,Concert,San Francisco,gregoryrodriguez,0
2349,Concert,Chicago,xgomez,1
2350,Theater,San Francisco,washingtonbrenda,1
2351,Concert,Chicago,johnhammond,0
2352,Conference,Chicago,jamesguerrero,0
2353,Theater,Chicago,nicholas09,0
2354,Theater,San Francisco,deckercassandra,0
2355,Concert,New York,nrice,0
2356,Theater,New York,mistygibson,0
2357,Theater,Los Angeles,carlos90,0
2358,Conference,Chicago,welchangel,1
2359,Concert,Los Angeles,gallagherrobert,0
2360,Conference,New York,trogers,0
2361,Conference,New York,ramseykristin,1
2362,Conference,New York,gonzalesalyssa,1
2363,Theater,New York,craigjason,1
2364,Concert,Chicago,carla34,1
2365,Conference,Chicago,christophersalazar,0
2366,Conference,New York,mooredesiree,1
2367,Theater,San Francisco,mariajones,1
2368,Theater,San Francisco,chad46,1
2369,Theater,Los Angeles,breannapatterson,1
2370,Concert,New York,brandonhines,1
2371,Conference,Chicago,erin76,0
2372,Conference,San Francisco,erika27,1
2373,Conference,Los Angeles,hcharles,1
2374,Concert,Los Angeles,oscarhaynes,0
2375,Conference,Los Angeles,kristyleach,1
2376,Concert,Los Angeles,mhensley,1
2377,Conference,San Francisco,edward55,0
2378,Concert,Chicago,nsmith,0
2379,Theater,San Francisco,robertsveronica,1
2380,Concert,New York,john97,0
2381,Theater,San Francisco,danielbrooks,1
2382,Theater,Los Angeles,krystalmoreno,1
2383,Theater,San Francisco,dperkins,1
2384,Concert,New York,shannon24,1
2385,Theater,Los Angeles,alicia74,1
2386,Conference,New York,yanderson,1
2387,Theater,New York,huntfrancisco,1
2388,Theater,San Francisco,larry58,1
2389,Theater,Chicago,ramirezaaron,1
2390,Concert,New York,wendyhunt,1
2391,Conference,Los Angeles,burgessstephanie,1
2392,Conference,Chicago,kellyschmitt,1
2393,Theater,San Francisco,kathleenwilliams,1
2394,Concert,New York,bretthernandez,0
2395,Conference,Los Angeles,sshelton,0
2396,Concert,San Francisco,cameronmelinda,0
2397,Conference,Chicago,samantharivera,1
2398,Theater,New York,velazquezderek,0
2399,Theater,New York,michael66,1
2400,Concert,Chicago,kroberts,0
2401,Theater,Chicago,washingtonaustin,1
2402,Conference,San Francisco,noliver,1
2403,Theater,New York,taylor51,0
2404,Theater,Chicago,lisa57,0
2405,Conference,Chicago,patriciamoreno,0
2406,Conference,New York,gibbskimberly,0
2407,Concert,New York,justin51,1
2408,Conference,San Francisco,guerrerojustin,1
2409,Theater,San Francisco,acevedokelly,1
2410,Concert,Chicago,elizabeth26,0
2411,Conference,New York,uwhite,0
2412,Conference,San Francisco,andersonwarren,1
2413,Conference,Chicago,denise06,1
2414,Concert,Chicago,cassie95,0
2415,Theater,New York,johnmccann,1
2416,Theater,San Francisco,john22,1
2417,Concert,Los Angeles,hunterjesse,0
2418,Theater,Los Angeles,billy64,1
2419,Concert,San Francisco,jason37,1
2420,Conference,New York,xjensen,1
2421,Conference,Los Angeles,nhuber,1
2422,Concert,San Francisco,tomedwards,1
2423,Conference,Chicago,ericahill,1
2424,Theater,New York,edwardsmargaret,0
2425,Concert,New York,william84,1
2426,Concert,San Francisco,megan34,0
2427,Theater,Los Angeles,tstone,1
2428,Conference,Chicago,danielfriedman,1
2429,Theater,San Francisco,mjordan,0
2430,Concert,Los Angeles,scalderon,1
2431,Conference,Los Angeles,kristenjohnson,1
2432,Theater,Los Angeles,nathaniel56,1
2433,Concert,San Francisco,mark90,0
2434,Theater,Chicago,pmason,1
2435,Concert,Los Angeles,ehampton,0
2436,Conference,Chicago,johnwatson,1
2437,Conference,Los Angeles,darren13,1
2438,Conference,New York,wpeters,0
2439,Conference,New York,ishaffer,1
2440,Concert,San Francisco,stevensangela,0
2441,Conference,Chicago,gjackson,1
2442,Conference,Los Angeles,qhawkins,1
2443,Theater,New York,james28,0
2444,Concert,Los Angeles,owest,1
2445,Theater,Chicago,williamstracy,1
2446,Conference,San Francisco,hudsonrodney,0
2447,Concert,Los Angeles,jay69,1
2448,Concert,Chicago,gregoryayers,1
2449,Concert,New York,igreene,1
2450,Theater,Chicago,karenwhite,0
2451,Conference,Los Angeles,fernandezthomas,0
2452,Theater,Chicago,jblair,1
2453,Conference,Chicago,heatherglenn,1
2454,Concert,New York,oliviahanna,0
2455,Conference,San Francisco,swong,1
2456,Theater,Los Angeles,davidwilliams,1
2457,Theater,San Francisco,xperez,1
2458,Concert,Los Angeles,sherri14,1
2459,Concert,Chicago,roseespinoza,1
2460,Concert,San Francisco,pamela00,0
2461,Concert,Chicago,steven56,1
2462,Theater,Chicago,sjohnston,1
2463,Concert,New York,shannondillon,1
2464,Theater,New York,fullermargaret,1
2465,Conference,Los Angeles,deanna65,1
2466,Conference,New York,zflores,1
2467,Theater,New York,trogers,0
2468,Theater,San Francisco,karijohnson,1
2469,Theater,Chicago,donnabuck,0
2470,Concert,Chicago,brenda86,1
2471,Theater,New York,anthony62,0
2472,Concert,Los Angeles,afreeman,1
2473,Conference,New York,heather47,0
2474,Concert,Chicago,michellebarnes,0
2475,Conference,San Francisco,ajohnson,1
2476,Conference,Chicago,jimenezscott,1
2477,Theater,New York,jamesharris,0
2478,Conference,San Francisco,amcfarland,0
2479,Theater,Chicago,williamsmith,1
2480,Concert,New York,jessica12,0
2481,Conference,San Francisco,stephenthompson,1
2482,Conference,Los Angeles,curtisdonna,1
2483,Conference,New York,cabreraalexandria,1
2484,Concert,Los Angeles,robertmaxwell,1
2485,Theater,Los Angeles,taylordavid,0
2486,Concert,Los Angeles,adam90,1
2487,Conference,Los Angeles,millerkimberly,1
2488,Concert,New York,belindamann,0
2489,Conference,Los Angeles,yblair,1
2490,Conference,Chicago,susanhoover,1
2491,Theater,Los Angeles,hollandtony,1
2492,Concert,Chicago,usanchez,1
2493,Conference,New York,juliewilliams,1
2494,Concert,San Francisco,smithbrenda,1
